Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2017-03-31,30.69,30.772,30.543,30.607,2294700,0.0,0.0
2017-04-03,30.681,30.828,30.488,30.662,4068000,0.0,0.0
2017-04-04,30.543,30.681,30.442,30.589,2532300,0.0,0.0
2017-04-05,30.736,31.14,30.506,30.534,4097300,0.0,0.0
2017-04-06,30.506,30.745,30.387,30.589,2568300,0.0,0.0
2017-04-07,30.552,30.644,30.377,30.432,2001100,0.0,0.0
2017-04-10,30.432,30.883,30.359,30.497,2193100,0.0,0.0
2017-04-11,30.515,31.011,30.396,31.002,3367200,0.0,0.0
2017-04-12,30.965,30.984,30.607,30.726,2165500,0.0,0.0
2017-04-13,30.736,31.131,30.69,30.956,3440600,0.0,0.0
2017-04-17,31.066,31.452,31.03,31.388,4346300,0.0,0.0
2017-04-18,31.232,31.627,31.057,31.498,4048900,0.0,0.0
2017-04-19,31.599,31.737,31.103,31.195,5039100,0.0,0.0
2017-04-20,31.021,31.553,30.028,30.414,9944600,0.0,0.0
2017-04-21,30.368,30.57,29.973,30.203,6532000,0.0,0.0
2017-04-24,30.57,30.607,29.89,30.368,5242000,0.0,0.0
2017-04-25,30.184,30.212,29.385,30.001,7898000,0.0,0.0
2017-04-26,29.991,30.497,29.771,30.313,5159500,0.0,0.0
2017-04-27,30.359,30.644,30.138,30.552,3391200,0.0,0.0
2017-04-28,30.488,30.552,29.835,30.221,3273400,0.0,0.0
2017-05-01,30.331,30.488,30.001,30.092,3109700,0.0,0.0
2017-05-02,30.102,30.157,29.624,29.661,4297700,0.0,0.0
2017-05-03,29.67,30.075,29.67,29.845,5229500,0.1,0.0
2017-05-04,29.827,30.094,29.827,29.965,2441900,0.0,0.0
2017-05-05,30.085,30.121,29.799,30.048,2960700,0.0,0.0
2017-05-08,29.956,30.26,29.919,30.103,2012700,0.0,0.0
2017-05-09,30.168,30.684,30.085,30.61,3123000,0.0,0.0
2017-05-10,30.545,30.785,30.435,30.564,2368700,0.0,0.0
2017-05-11,30.499,30.73,30.269,30.647,2536400,0.0,0.0
2017-05-12,30.638,30.656,30.389,30.481,1469800,0.0,0.0
2017-05-15,30.555,30.96,30.472,30.831,5886900,0.0,0.0
2017-05-16,30.979,30.988,30.592,30.933,2283800,0.0,0.0
2017-05-17,30.933,30.933,30.278,30.287,2958700,0.0,0.0
2017-05-18,30.287,30.739,30.011,30.647,1988400,0.0,0.0
2017-05-19,30.739,31.283,30.647,31.145,2382300,0.0,0.0
2017-05-22,31.237,31.412,31.062,31.255,3273200,0.0,0.0
2017-05-23,31.43,31.698,30.665,30.757,3317800,0.0,0.0
2017-05-24,30.665,30.979,30.407,30.969,2865400,0.0,0.0
2017-05-25,31.08,31.117,30.435,30.619,2570500,0.0,0.0
2017-05-26,30.573,30.675,30.435,30.518,2343900,0.0,0.0
2017-05-30,30.472,30.545,30.094,30.352,2026800,0.0,0.0
2017-05-31,30.509,30.536,29.928,30.131,3070400,0.0,0.0
2017-06-01,30.195,30.518,29.983,30.509,3141600,0.0,0.0
2017-06-02,30.509,31.246,30.499,31.145,3018000,0.0,0.0
2017-06-05,31.108,31.228,30.564,30.684,3326700,0.0,0.0
2017-06-06,30.509,30.73,30.315,30.61,3138500,0.0,0.0
2017-06-07,30.61,31.246,30.592,31.062,8315200,0.0,0.0
2017-06-08,31.062,31.301,30.794,30.914,4588200,0.0,0.0
2017-06-09,30.988,31.172,30.647,30.988,3401600,0.0,0.0
2017-06-12,30.951,31.292,30.721,30.776,3632800,0.0,0.0
2017-06-13,30.831,31.513,30.702,31.32,3603400,0.0,0.0
2017-06-14,31.43,32.205,31.191,31.679,6314000,0.0,0.0
2017-06-15,31.449,31.698,31.099,31.172,5598400,0.0,0.0
2017-06-16,31.071,31.098,30.665,31.016,3902000,0.0,0.0
2017-06-19,31.098,31.384,30.988,31.2,2906900,0.0,0.0
2017-06-20,31.91,32.112,31.403,31.495,4682400,0.0,0.0
2017-06-21,31.126,31.615,30.887,31.31,3145000,0.0,0.0
2017-06-22,31.126,31.172,30.84,30.85,2033400,0.0,0.0
2017-06-23,31.135,31.467,30.896,31.228,3641100,0.0,0.0
2017-06-26,31.274,31.357,31.108,31.292,1409900,0.0,0.0
2017-06-27,31.292,31.559,31.016,31.126,2530100,0.0,0.0
2017-06-28,31.357,31.827,31.108,31.587,3428500,0.0,0.0
2017-06-29,31.532,31.532,30.951,31.145,2929700,0.0,0.0
2017-06-30,31.32,32.149,31.32,31.864,3967100,0.0,0.0
2017-07-03,32.168,32.168,31.652,31.67,1268500,0.0,0.0
2017-07-05,31.734,31.956,31.393,31.919,2742800,0.0,0.0
2017-07-06,31.836,31.91,31.624,31.79,6048900,0.0,0.0
2017-07-07,31.91,33.228,31.91,32.988,7295700,0.0,0.0
2017-07-10,33.08,34.5,32.96,34.26,15457300,0.0,0.0
2017-07-11,34.011,34.168,33.504,34.085,7934900,0.0,0.0
2017-07-12,34.343,34.509,33.366,33.716,4591000,0.0,0.0
2017-07-13,33.808,34.085,33.55,33.642,3770400,0.0,0.0
2017-07-14,33.716,34.149,33.689,33.827,2422000,0.0,0.0
2017-07-17,33.882,34.168,33.725,33.808,1886900,0.0,0.0
2017-07-18,33.716,33.864,33.099,33.559,4026000,0.0,0.0
2017-07-19,33.633,33.965,33.504,33.771,2618900,0.0,0.0
2017-07-20,33.762,33.799,33.2,33.486,3110300,0.0,0.0
2017-07-21,33.458,34.159,33.458,33.744,2650100,0.0,0.0
2017-07-24,33.67,33.771,33.403,33.698,2113800,0.0,0.0
2017-07-25,33.781,34.278,33.661,34.103,4532700,0.0,0.0
2017-07-26,33.891,33.891,32.767,33.449,4902600,0.0,0.0
2017-07-27,33.523,33.578,33.145,33.246,4719700,0.0,0.0
2017-07-28,33.246,33.44,32.693,33.043,3593800,0.0,0.0
2017-07-31,33.117,33.329,32.675,32.896,3896300,0.0,0.0
2017-08-01,32.96,33.421,32.748,33.255,3588300,0.0,0.0
2017-08-02,33.366,33.716,33.071,33.596,4164400,0.0,0.0
2017-08-03,33.504,33.559,33.016,33.486,5040500,0.0,0.0
2017-08-04,33.587,33.882,33.532,33.725,2346600,0.0,0.0
2017-08-07,33.781,33.864,33.522,33.651,2810300,0.1,0.0
2017-08-08,33.642,33.781,33.393,33.504,3885000,0.0,0.0
2017-08-09,33.476,33.781,33.272,33.614,3948400,0.0,0.0
2017-08-10,33.448,33.55,33.152,33.171,2472400,0.0,0.0
2017-08-11,33.115,33.457,32.967,33.356,1877800,0.0,0.0
2017-08-14,33.55,34.012,33.393,33.846,2064900,0.0,0.0
2017-08-15,33.873,34.187,33.596,33.993,2678600,0.0,0.0
2017-08-16,34.086,34.178,33.781,34.04,1603100,0.0,0.0
2017-08-17,33.956,34.095,33.3,33.319,2243400,0.0,0.0
2017-08-18,33.134,33.272,32.931,32.986,2609100,0.0,0.0
2017-08-21,32.958,33.245,32.81,33.069,1921700,0.0,0.0
2017-08-22,33.023,33.106,32.626,32.875,2681300,0.0,0.0
2017-08-23,32.764,33.032,32.515,32.755,3306500,0.0,0.0
2017-08-24,32.875,32.986,32.662,32.699,3198500,0.0,0.0
2017-08-25,32.903,33.226,32.718,33.069,2993900,0.0,0.0
2017-08-28,33.097,33.226,32.515,32.635,3213200,0.0,0.0
2017-08-29,32.358,32.81,32.302,32.607,3194200,0.0,0.0
2017-08-30,32.598,32.958,32.385,32.755,2878300,0.0,0.0
2017-08-31,32.875,33.485,32.792,33.411,3532700,0.0,0.0
2017-09-01,33.513,33.707,33.356,33.494,1596800,0.0,0.0
2017-09-05,33.439,33.522,32.616,33.004,2550000,0.0,0.0
2017-09-06,33.069,33.383,32.746,33.365,4399200,0.0,0.0
2017-09-07,33.485,33.485,33.106,33.245,3547100,0.0,0.0
2017-09-08,33.199,33.716,33.041,33.504,3741400,0.0,0.0
2017-09-11,33.661,34.28,33.457,34.132,4833100,0.0,0.0
2017-09-12,34.197,34.918,34.104,34.881,4650000,0.0,0.0
2017-09-13,34.797,34.825,33.633,34.345,7766300,0.0,0.0
2017-09-14,34.123,34.64,33.855,34.502,5949100,0.0,0.0
2017-09-15,34.409,34.548,34.095,34.354,5452100,0.0,0.0
2017-09-18,34.391,34.779,34.335,34.65,4623500,0.0,0.0
2017-09-19,34.585,34.918,34.539,34.724,4713000,0.0,0.0
2017-09-20,34.714,34.761,34.003,34.243,4139400,0.0,0.0
2017-09-21,34.234,34.335,33.91,34.067,2653200,0.0,0.0
2017-09-22,34.086,34.317,33.938,34.104,3201200,0.0,0.0
2017-09-25,33.919,34.335,33.79,34.271,3074400,0.0,0.0
2017-09-26,34.382,34.761,34.354,34.603,3708300,0.0,0.0
2017-09-27,34.825,35.324,34.502,35.26,7984900,0.0,0.0
2017-09-28,35.213,36.054,35.139,36.027,9560600,0.0,0.0
2017-09-29,36.313,36.979,36.138,36.905,9041700,0.0,0.0
2017-10-02,37.311,37.311,36.692,36.951,6194700,0.0,0.0
2017-10-03,37.099,37.561,36.822,37.219,7443100,0.0,0.0
2017-10-04,37.293,37.755,37.108,37.746,4156600,0.0,0.0
2017-10-05,37.718,37.949,37.45,37.542,3681500,0.0,0.0
2017-10-06,37.626,38.171,37.57,37.968,4131700,0.0,0.0
2017-10-09,37.968,38.31,37.857,38.106,3540600,0.0,0.0
2017-10-10,38.226,38.365,37.718,38.152,2726100,0.0,0.0
2017-10-11,38.125,38.42,38.042,38.337,2005000,0.0,0.0
2017-10-12,38.226,38.393,38.134,38.152,2865300,0.0,0.0
2017-10-13,38.217,38.365,38.125,38.208,2126200,0.0,0.0
2017-10-16,38.356,38.457,38.125,38.236,1818600,0.0,0.0
2017-10-17,38.245,38.485,37.884,38.347,2979900,0.0,0.0
2017-10-18,38.347,38.448,37.958,38.365,3648700,0.0,0.0
2017-10-19,38.263,39.363,38.125,39.308,4084000,0.0,0.0
2017-10-20,39.465,39.779,39.391,39.437,3634200,0.0,0.0
2017-10-23,39.788,40.177,39.585,39.622,3926300,0.0,0.0
2017-10-24,39.807,40.158,39.631,40.038,3796400,0.0,0.0
2017-10-25,40.343,40.5,39.668,39.982,3428300,0.0,0.0
2017-10-26,40.297,40.722,40.038,40.666,3086700,0.0,0.0
2017-10-27,40.685,41.036,40.398,40.944,2482400,0.0,0.0
2017-10-30,40.87,41.202,40.417,40.953,3827800,0.0,0.0
2017-10-31,40.99,41.193,40.768,40.86,4224500,0.0,0.0
2017-11-01,41.092,41.517,41.008,41.341,3436800,0.0,0.0
2017-11-02,41.36,41.47,39.835,41.249,6204000,0.0,0.0
2017-11-03,41.212,41.507,40.953,40.962,3547700,0.0,0.0
2017-11-06,41.082,41.581,40.916,41.443,3484300,0.0,0.0
2017-11-07,41.554,42.053,41.397,41.544,3783100,0.0,0.0
2017-11-08,41.35,42.312,41.249,41.97,5728900,0.0,0.0
2017-11-09,41.221,43.236,40.953,42.506,9955800,0.0,0.0
2017-11-10,43.254,43.254,42.08,42.515,8271800,0.0,0.0
2017-11-13,42.441,43.707,42.339,43.522,5762300,0.0,0.0
2017-11-14,43.31,44.28,43.042,44.031,4560800,0.0,0.0
2017-11-15,43.873,44.178,43.374,43.929,3473700,0.0,0.0
2017-11-16,43.975,44.271,43.79,43.92,4211100,0.0,0.0
2017-11-17,43.837,44.65,43.818,44.483,3078600,0.0,0.0
2017-11-20,44.557,44.89,44.354,44.548,4630800,0.0,0.0
2017-11-21,45.047,45.787,44.946,45.611,5487100,0.0,0.0
2017-11-22,45.565,45.907,45.288,45.824,4039800,0.0,0.0
2017-11-24,45.861,46.267,45.805,46.212,1366400,0.0,0.0
2017-11-27,46.212,46.212,45.648,45.722,3753900,0.0,0.0
2017-11-28,45.787,46.341,45.528,46.313,5216500,0.0,0.0
2017-11-29,46.313,47.09,46.018,46.822,4073700,0.0,0.0
2017-11-30,47.002,47.744,46.826,47.253,4194200,0.125,0.0
2017-12-01,47.206,47.447,45.557,46.724,4203700,0.0,0.0
2017-12-04,47.595,47.688,46.817,46.863,4122300,0.0,0.0
2017-12-05,46.002,47.067,45.631,46.548,4400300,0.0,0.0
2017-12-06,46.345,46.845,45.974,46.057,4999100,0.0,0.0
2017-12-07,46.474,47.03,45.779,46.474,3927600,0.0,0.0
2017-12-08,46.187,47.197,46.187,47.049,3109000,0.0,0.0
2017-12-11,47.077,47.234,46.558,46.762,3459600,0.0,0.0
2017-12-12,46.289,47.141,46.187,46.326,3755400,0.0,0.0
2017-12-13,46.521,46.641,46.132,46.15,3685500,0.0,0.0
2017-12-14,46.382,47.123,46.187,46.641,3708200,0.0,0.0
2017-12-15,46.771,47.077,46.632,46.863,6087800,0.0,0.0
2017-12-18,47.355,47.827,47.308,47.67,2893600,0.0,0.0
2017-12-19,47.79,47.985,47.03,47.067,3101600,0.0,0.0
2017-12-20,47.234,47.484,46.826,47.049,3941400,0.0,0.0
2017-12-21,47.086,47.456,47.012,47.188,2735600,0.0,0.0
2017-12-22,47.29,47.531,47.067,47.095,2360800,0.0,0.0
2017-12-26,47.123,47.299,47.058,47.225,1178200,0.0,0.0
2017-12-27,47.262,47.549,47.141,47.271,2596400,0.0,0.0
2017-12-28,47.336,47.605,47.243,47.568,1453400,0.0,0.0
2017-12-29,47.734,48.022,47.253,47.317,1926800,0.0,0.0
2018-01-02,47.595,47.688,46.697,47.308,3356400,0.0,0.0
2018-01-03,47.512,49.087,47.512,48.976,4104500,0.0,0.0
2018-01-04,49.18,49.402,47.883,48.244,3087000,0.0,0.0
2018-01-05,48.55,48.652,48.124,48.633,2732500,0.0,0.0
2018-01-08,48.791,49.282,48.661,48.985,3389100,0.0,0.0
2018-01-09,49.106,49.328,48.503,48.948,3474000,0.0,0.0
2018-01-10,48.726,48.726,47.104,47.225,4583900,0.0,0.0
2018-01-11,47.67,48.448,47.54,48.216,4170700,0.0,0.0
2018-01-12,48.402,48.522,47.91,48.096,1781100,0.0,0.0
2018-01-16,48.179,48.235,47.077,47.095,2336100,0.0,0.0
2018-01-17,47.456,48.327,47.29,48.272,2935800,0.0,0.0
2018-01-18,48.42,48.596,47.114,47.197,3931900,0.0,0.0
2018-01-19,47.447,47.734,46.965,47.697,3502900,0.0,0.0
2018-01-22,47.929,48.559,47.373,48.522,4770800,0.0,0.0
2018-01-23,48.661,48.763,47.966,48.531,3872300,0.0,0.0
2018-01-24,48.55,48.865,47.633,48.04,3310700,0.0,0.0
2018-01-25,48.096,48.133,46.169,46.65,7394200,0.0,0.0
2018-01-26,46.956,47.262,46.363,46.65,4982600,0.0,0.0
2018-01-29,46.391,46.558,44.64,44.77,9399900,0.0,0.0
2018-01-30,44.278,45.14,43.676,44.964,8820300,0.0,0.0
2018-01-31,46.799,47.475,44.825,45.446,10727100,0.0,0.0
2018-02-01,44.899,45.659,44.297,44.547,6072700,0.0,0.0
2018-02-02,44.093,44.195,42.787,42.963,7556700,0.0,0.0
2018-02-05,42.379,43.426,41.138,41.453,7225400,0.0,0.0
2018-02-06,40.711,42.907,40.22,42.722,8093200,0.0,0.0
2018-02-07,42.62,43.945,42.5,42.889,8490300,0.0,0.0
2018-02-08,42.889,43.083,41.267,41.277,6733800,0.0,0.0
2018-02-09,41.712,42.009,40.406,40.841,9567400,0.0,0.0
2018-02-12,41.378,41.879,40.86,41.545,7880100,0.0,0.0
2018-02-13,41.48,41.823,41.11,41.555,5842400,0.0,0.0
2018-02-14,41.295,42.379,41.212,42.083,5377600,0.0,0.0
2018-02-15,42.527,42.527,41.351,41.795,7143500,0.0,0.0
2018-02-16,41.851,42.676,41.823,42.222,6271700,0.0,0.0
2018-02-20,42.212,42.472,41.629,41.842,5088400,0.0,0.0
2018-02-21,41.897,43.055,41.601,41.629,5067200,0.0,0.0
2018-02-22,41.745,41.875,41.029,41.122,3527200,0.125,0.0
2018-02-23,41.169,41.336,40.425,41.317,3901200,0.0,0.0
2018-02-26,41.596,41.661,40.611,41.159,4796000,0.0,0.0
2018-02-27,41.299,41.977,40.268,40.277,4954100,0.0,0.0
2018-02-28,40.333,40.546,38.93,38.93,9253700,0.0,0.0
2018-03-01,39.153,39.487,38.493,39.283,9601400,0.0,0.0
2018-03-02,38.874,39.18,38.409,39.069,4976000,0.0,0.0
2018-03-05,38.846,39.599,38.781,39.227,4592900,0.0,0.0
2018-03-06,39.487,40.398,39.022,40.36,5429300,0.0,0.0
2018-03-07,40.351,40.713,39.979,40.37,3937200,0.0,0.0
2018-03-08,40.49,40.509,39.682,40.5,4176300,0.0,0.0
2018-03-09,40.732,40.779,39.97,40.695,2777500,0.0,0.0
2018-03-12,40.769,41.345,40.658,41.197,2671800,0.0,0.0
2018-03-13,41.438,41.996,41.429,41.587,5324400,0.0,0.0
2018-03-14,41.884,41.884,41.067,41.243,4958000,0.0,0.0
2018-03-15,41.243,41.364,40.147,40.37,2973100,0.0,0.0
2018-03-16,40.305,40.853,40.165,40.658,3355400,0.0,0.0
2018-03-19,40.528,40.583,39.812,40.453,2527900,0.0,0.0
2018-03-20,40.49,40.788,40.091,40.119,1316600,0.0,0.0
2018-03-21,40.416,41.494,40.212,41.29,4966200,0.0,0.0
2018-03-22,40.871,41.513,40.37,40.472,3395500,0.0,0.0
2018-03-23,40.927,41.447,40.137,40.23,3678400,0.0,0.0
2018-03-26,41.466,41.717,40.704,41.513,4414300,0.0,0.0
2018-03-27,41.531,41.735,40.314,40.667,4228500,0.0,0.0
2018-03-28,40.713,40.946,39.961,40.212,3117300,0.0,0.0
2018-03-29,40.407,40.918,40.221,40.732,3396100,0.0,0.0
2018-04-02,40.528,40.574,38.707,39.311,4287900,0.0,0.0
2018-04-03,39.459,39.924,38.79,39.84,4451600,0.0,0.0
2018-04-04,39.441,42.637,39.441,42.395,6552600,0.0,0.0
2018-04-05,42.627,43.668,42.525,43.259,4682900,0.0,0.0
2018-04-06,43.055,43.622,41.615,42.135,3366500,0.0,0.0
2018-04-09,42.293,42.6,41.754,41.884,2323500,0.0,0.0
2018-04-10,42.395,42.711,41.866,42.116,3791800,0.0,0.0
2018-04-11,41.81,42.191,41.224,41.364,2829800,0.0,0.0
2018-04-12,41.55,41.587,40.695,41.085,3866700,0.0,0.0
2018-04-13,41.373,41.717,40.89,41.327,4194200,0.0,0.0
2018-04-16,41.624,42.033,41.243,41.615,2311000,0.0,0.0
2018-04-17,42.033,42.367,41.819,42.209,3840800,0.0,0.0
2018-04-18,42.404,42.785,42.024,42.339,3197400,0.0,0.0
2018-04-19,42.209,42.209,39.756,40.658,7345400,0.0,0.0
2018-04-20,40.658,41.076,39.905,39.961,4846100,0.0,0.0
2018-04-23,40.026,40.5,39.599,40.388,3949900,0.0,0.0
2018-04-24,40.992,41.735,40.351,40.639,5673600,0.0,0.0
2018-04-25,40.648,41.949,40.379,41.745,6302000,0.0,0.0
2018-04-26,42.061,42.739,39.905,42.247,7143400,0.0,0.0
2018-04-27,42.302,42.999,41.782,41.931,4014900,0.0,0.0
2018-04-30,41.931,42.172,41.001,41.011,3422900,0.0,0.0
2018-05-01,40.881,41.299,40.528,41.104,3406400,0.0,0.0
2018-05-02,41.094,41.42,40.425,40.518,3394500,0.0,0.0
2018-05-03,40.639,41.41,39.998,41.243,6870100,0.0,0.0
2018-05-04,41.02,41.708,40.676,41.54,2165900,0.0,0.0
2018-05-07,41.717,42.005,41.457,41.801,2847200,0.0,0.0
2018-05-08,41.735,42.079,41.345,41.735,2152300,0.0,0.0
2018-05-09,41.717,41.921,40.184,40.537,4168800,0.0,0.0
2018-05-10,40.681,41.399,40.653,40.877,2533800,0.125,0.0
2018-05-11,40.765,41.371,40.691,40.877,2395000,0.0,0.0
2018-05-14,41.082,41.185,40.448,40.542,5257300,0.0,0.0
2018-05-15,39.889,39.964,37.532,37.811,10975700,0.0,0.0
2018-05-16,37.681,38.24,37.243,38.175,6701900,0.0,0.0
2018-05-17,38.11,38.781,38.1,38.566,4026400,0.0,0.0
2018-05-18,38.659,39.088,38.445,38.986,2952900,0.0,0.0
2018-05-21,39.191,39.526,38.669,38.781,3883500,0.0,0.0
2018-05-22,38.389,38.613,37.709,38.082,3744800,0.0,0.0
2018-05-23,37.942,39.079,37.858,38.715,3718800,0.0,0.0
2018-05-24,38.902,39.442,38.352,38.948,5024800,0.0,0.0
2018-05-25,38.911,40.122,38.911,39.75,3126000,0.0,0.0
2018-05-29,39.302,40.607,39.302,40.094,4838800,0.0,0.0
2018-05-30,40.383,40.495,39.433,39.498,4198100,0.0,0.0
2018-05-31,39.582,39.852,39.302,39.33,5071500,0.0,0.0
2018-06-01,39.545,39.601,38.995,39.33,3009900,0.0,0.0
2018-06-04,39.731,39.871,39.135,39.218,3286500,0.0,0.0
2018-06-05,39.181,39.815,39.051,39.125,2956600,0.0,0.0
2018-06-06,39.116,39.479,38.38,39.451,3661400,0.0,0.0
2018-06-07,39.573,39.936,39.274,39.545,3059300,0.0,0.0
2018-06-08,39.545,41.595,39.433,41.175,6697600,0.0,0.0
2018-06-11,41.175,41.557,40.56,41.045,3031400,0.0,0.0
2018-06-12,41.138,41.93,41.082,41.855,3612000,0.0,0.0
2018-06-13,41.52,41.52,39.47,40.104,7298100,0.0,0.0
2018-06-14,40.085,40.337,39.684,40.141,3651900,0.0,0.0
2018-06-15,40.122,40.29,39.144,39.917,6097700,0.0,0.0
2018-06-18,39.619,40.365,38.659,39.069,5366300,0.0,0.0
2018-06-19,38.846,39.489,38.669,38.864,3482600,0.0,0.0
2018-06-20,38.753,39.153,37.765,38.93,4126300,0.0,0.0
2018-06-21,38.939,39.088,38.408,38.492,2634300,0.0,0.0
2018-06-22,38.501,38.613,37.662,37.97,4283400,0.0,0.0
2018-06-25,37.7,37.979,37.057,37.327,3906600,0.0,0.0
2018-06-26,38.343,39.013,37.532,37.69,4058900,0.0,0.0
2018-06-27,37.886,37.989,37.187,37.355,4360800,0.0,0.0
2018-06-28,37.299,37.746,36.647,37.7,5000400,0.0,0.0
2018-06-29,38.268,38.771,38.035,38.203,4512700,0.0,0.0
2018-07-02,37.998,38.296,37.588,38.268,2965100,0.0,0.0
2018-07-03,38.417,38.799,38.156,38.315,1775200,0.0,0.0
2018-07-05,38.594,38.678,38.044,38.51,3081300,0.0,0.0
2018-07-06,38.594,38.892,38.119,38.594,2569800,0.0,0.0
2018-07-09,38.874,39.256,38.659,38.967,3249700,0.0,0.0
2018-07-10,39.041,39.218,38.464,38.697,3254300,0.0,0.0
2018-07-11,38.436,38.799,38.333,38.352,2255700,0.0,0.0
2018-07-12,38.529,39.107,37.858,38.818,5003900,0.0,0.0
2018-07-13,38.669,38.892,38.343,38.641,3689500,0.0,0.0
2018-07-16,38.631,39.218,38.184,39.116,3769600,0.0,0.0
2018-07-17,39.06,40.393,39.023,40.271,5072500,0.0,0.0
2018-07-18,39.88,40.383,39.591,40.299,2918400,0.0,0.0
2018-07-19,40.253,40.737,40.122,40.327,3049800,0.0,0.0
2018-07-20,40.234,40.253,39.377,39.647,2796000,0.0,0.0
2018-07-23,39.647,39.806,38.781,39.023,4418200,0.0,0.0
2018-07-24,38.678,39.125,37.569,37.625,5638800,0.0,0.0
2018-07-25,37.485,37.616,35.948,36.842,9116600,0.0,0.0
2018-07-26,38.566,41.119,38.119,40.849,13483300,0.0,0.0
2018-07-27,41.287,41.855,40.206,40.905,9672900,0.0,0.0
2018-07-30,40.998,41.539,40.635,40.719,6048500,0.0,0.0
2018-07-31,40.98,41.371,40.57,40.719,10402800,0.0,0.0
2018-08-01,40.952,41.268,40.504,40.849,6028500,0.0,0.0
